,Artist Name,Release,Song Title,Artist Location,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
8565,Jim Kweskin with Samoa Wilson,Now And Again,Why Don't You Do Right (Album Version),"Stamford, CT",265.01179,9,0.742,1,0.586,-12.437,110.837,4,0.0,0.339,240.0,143.0,103.0,85.0,70.0,76.0,40.0,66.0,20.0,24.0,10.0,12.0
8566,Jimmy McCracklin,Blues Blastin': The Modern Recordings Vol 2,It Ain't No Use,"St. Louis, MO",201.97832,0,0.523,1,0.537,-10.015,104.358,4,0.423,0.153,117.0,56.0,101.0,43.0,48.0,50.0,35.0,29.0,18.0,68.0,34.0,18.0
8567,The Forms,The Forms,Red Gun,"Brooklyn, New York",145.08363,3,0.067,0,0.475,-9.098,108.888,5,1.0,2.757,94.0,41.0,52.0,72.0,13.0,74.0,18.0,42.0,25.0,3.0,17.0,14.0
8568,Crucial Conflict,Planet CruCon,Ride Out Dip,"Chicago, IL",230.5824,6,0.42,0,0.482,-5.79,147.99,4,0.643,0.328,194.0,189.0,225.0,102.0,27.0,33.0,35.0,79.0,49.0,15.0,73.0,19.0
8569,Messy Marv,Prices On My Head: Thug Money On Yo Family_ Vol. 2,Tuck That Sh*t,California - SF,163.10812,4,0.574,0,0.478,-5.347,63.198,5,0.308,0.299,181.0,117.0,87.0,79.0,91.0,29.0,20.0,40.0,11.0,6.0,1.0,15.0
8570,Cake,Comfort Eagle,Arco Arena,,91.32363,9,0.523,0,0.316,-9.558,157.992,4,0.249,0.0,134.0,16.0,63.0,25.0,18.0,30.0,5.0,10.0,7.0,28.0,3.0,17.0
8571,The Mighty Mighty Bosstones,Question The Answers,Pictures To Prove It,"Boston, MA",196.10077,9,0.458,1,0.471,-7.467,160.138,4,0.529,0.0,271.0,95.0,72.0,39.0,34.0,67.0,15.0,59.0,42.0,24.0,32.0,15.0
8572,RIDDLIN' KIDS,Stop The World,Stop The World,"Austin, TX",195.65669,6,0.363,0,0.368,-3.044,144.721,4,0.419,1.53,214.0,60.0,100.0,47.0,33.0,75.0,19.0,70.0,32.0,19.0,12.0,13.0
8573,Tampa Red,Tampa Red Vol. 15 1951-1953,Baby Please Don't,"Smithville, GA",181.08036,2,0.42,1,0.373,-13.939,72.177,1,0.0,0.328,171.0,96.0,68.0,35.0,22.0,45.0,24.0,43.0,37.0,23.0,9.0,8.0
8574,Coldplay,Speed Of Sound,Things I Don't Understand,,295.67955,9,0.526,0,0.496,-6.473,137.008,3,0.622,5.671,477.0,59.0,70.0,36.0,35.0,55.0,3.0,29.0,7.0,23.0,4.0,4.0
8575,The Rance Allen Group,All the Way,Hold On (Album Version),"Detroit, MI",296.6722,10,0.733,1,0.564,-6.465,140.283,4,0.682,0.287,277.0,193.0,119.0,105.0,98.0,149.0,58.0,49.0,35.0,36.0,41.0,18.0
8576,Fontella Bass,Rescued : The Best Of Fontella Bass,I Can't Rest,"St. Louis, MO",175.38567,7,0.517,1,0.542,-6.754,124.826,4,0.518,2.316,190.0,43.0,120.0,46.0,50.0,42.0,17.0,54.0,11.0,19.0,10.0,16.0
8577,Eumir Deodato,VELVET LOVE,Love Island (LP Version),,397.66159,7,0.407,1,0.47,-13.114,148.277,4,0.0,3.135,535.0,170.0,203.0,73.0,118.0,167.0,39.0,98.0,22.0,63.0,29.0,40.0
8578,Regina Belle,Reachin' Back,You Are Everything,"Englewood, NJ",225.33179,10,0.203,1,0.401,-7.991,135.985,4,0.517,0.0,272.0,121.0,96.0,44.0,34.0,35.0,24.0,49.0,21.0,38.0,25.0,11.0
8579,Sammi Cheng,La La La,Wo Ai Ni_ Zai Jian!,,255.76444,2,0.843,1,0.867,-10.75,98.485,4,0.937,0.0,301.0,70.0,72.0,69.0,36.0,82.0,17.0,63.0,33.0,18.0,3.0,10.0
8580,Gang Of Four,Hard,A Piece Of My Heart,"Leeds, England",196.49261,9,0.172,1,0.202,-11.796,143.606,4,1.0,0.433,97.0,122.0,136.0,87.0,62.0,15.0,15.0,22.0,33.0,33.0,53.0,49.0
8581,Jonn Serrie,Thousand Star,Nostalgia for Infinity,Atlanta  Ga,781.60934,11,0.49,1,0.343,-18.626,144.354,7,0.63,0.0,859.0,66.0,97.0,74.0,53.0,119.0,7.0,108.0,13.0,46.0,3.0,21.0
8582,The Cardigans,Gran Turismo,Marvel Hill,"J�ping, Sweden",255.39873,10,0.558,1,0.184,-8.022,105.919,3,0.882,0.183,360.0,123.0,96.0,62.0,33.0,25.0,8.0,9.0,5.0,6.0,10.0,6.0
8583,Anane,Let's Get High,Let's Get High (Yves Larock Radio Edit w Rap),,225.07057,9,0.605,0,0.567,-5.554,84.682,3,1.0,0.537,209.0,42.0,94.0,35.0,149.0,224.0,45.0,32.0,117.0,143.0,3.0,4.0
8584,David Arkenstone,Dream Palace,Raindrops Keep Falling On My Head,Tennessee,236.09424,2,0.905,1,0.947,-15.737,91.888,4,0.537,0.253,294.0,72.0,53.0,56.0,58.0,114.0,3.0,78.0,30.0,10.0,5.0,8.0
8585,Naughty By Nature featuring Phiness,Nineteen Naughty Nine Nature's Fury,Live Then Lay,"East Orange, NJ",241.24036,1,0.042,0,0.314,-9.742,107.936,3,1.0,0.177,391.0,149.0,81.0,62.0,24.0,104.0,24.0,37.0,36.0,26.0,74.0,33.0
8586,Blind Lemon Jefferson,The Complete Classic Sides Remastered: Chicago 1926 Disc A,Got The Blues,"Couchman, TX",175.15057,4,0.18,1,0.112,-19.239,101.676,3,0.607,0.56,170.0,180.0,74.0,62.0,50.0,19.0,15.0,6.0,13.0,5.0,2.0,7.0
8587,Andy Griffith,Somebody Bigger Than You And I,Turn Yourn Radio On,,151.32689,4,0.62,1,0.545,-11.579,160.623,4,0.297,3.547,138.0,47.0,51.0,55.0,28.0,55.0,14.0,64.0,17.0,4.0,25.0,12.0
8588,Tranzas,Serenata,Serenata,,204.85179,8,0.594,1,0.426,-6.682,126.956,4,0.343,0.119,352.0,75.0,81.0,52.0,18.0,20.0,9.0,44.0,17.0,45.0,29.0,6.0
8589,Pierre Perret,Pierrot chante pour les gamins_ les marmots...,Donnez-nous des jardins,,238.10567,4,0.64,0,0.724,-10.987,108.241,4,0.611,0.148,232.0,87.0,144.0,81.0,51.0,66.0,13.0,39.0,17.0,35.0,7.0,37.0
8590,Kenny Rogers,Very Best Of Kenny Rogers,Love Is What We Make It,"Houston, TX",258.89914,2,0.958,1,0.793,-15.835,156.507,3,0.0,0.285,441.0,84.0,60.0,36.0,31.0,47.0,6.0,61.0,21.0,13.0,3.0,2.0
8591,The Meatmen,Cover the Earth,So Long (Originally Performed by Abba),"Lansing, MI",211.3824,7,1.0,1,0.758,-5.712,149.79,4,0.71,0.096,321.0,94.0,57.0,17.0,38.0,79.0,48.0,40.0,14.0,12.0,9.0,2.0
8592,Mum,The Szabotnik 15 Mission,Mr. Crump,,242.18077,2,0.535,1,0.439,-7.665,83.341,1,0.694,0.287,293.0,389.0,92.0,108.0,150.0,66.0,67.0,67.0,60.0,79.0,40.0,7.0
8593,The Sonics_ Charlie & The Tunas,The Sonics Meet Charlie & The Tunas,Brown Eyed Girl,"Tacoma, WA",243.1473,4,0.637,1,0.792,-10.207,130.382,4,0.54,0.504,299.0,99.0,139.0,121.0,51.0,87.0,16.0,59.0,23.0,9.0,15.0,0.0
8594,The Rolling Stones,Live Licks,Start Me Up,"London, England",242.20689,5,0.842,1,0.623,-3.237,130.372,4,0.0,0.0,229.0,83.0,44.0,37.0,52.0,136.0,56.0,21.0,7.0,11.0,22.0,26.0
8595,Casey Bill Weldon,Casey Bill Weldon Vol. 3 1937-1938,New Round And Round,Arkansas,183.71873,7,0.211,1,0.469,-18.742,107.957,4,0.0,0.415,120.0,81.0,51.0,77.0,64.0,54.0,39.0,47.0,60.0,40.0,6.0,48.0
8596,Leroy Hutson,Leroy Hutson Selected Hits Vol. 2,Lucky Fellow - Original,"Newark, NJ",291.49995,1,0.261,1,0.283,-13.629,97.691,4,0.369,0.218,269.0,166.0,179.0,121.0,130.0,142.0,43.0,142.0,56.0,61.0,31.0,4.0
8597,Yndio,Lo Basico,Mi Vida Se Pinto De Gris,,162.61179,9,0.497,1,0.341,-6.419,107.741,1,0.0,0.153,131.0,123.0,50.0,60.0,48.0,27.0,30.0,29.0,18.0,12.0,9.0,1.0
8598,The Black Crowes,Before the Frost... Until the Freeze,Good Morning Captain,"Atlanta, GA",202.91873,7,0.661,1,0.604,-12.024,130.692,1,0.0,0.0,281.0,74.0,38.0,65.0,41.0,46.0,36.0,50.0,9.0,5.0,2.0,1.0
8599,Sukshinder Shinda,The Way It Is,Jumke,,303.882,2,0.431,1,0.496,-6.607,91.513,4,0.814,0.073,364.0,296.0,243.0,84.0,134.0,97.0,64.0,104.0,82.0,88.0,48.0,14.0
8600,Mississippi John Hurt,Blues Routes Mississippi John Hurt,Coffee Blues,"Teoc, MS",198.76526,1,0.082,0,0.654,-12.818,111.722,5,1.0,0.0,230.0,170.0,66.0,69.0,35.0,68.0,30.0,39.0,29.0,14.0,13.0,6.0
8601,The New York Dolls,Too Much Too Soon,Human Being,"New York, NY",344.45016,4,0.232,1,0.229,-10.193,154.763,1,0.0,0.154,541.0,94.0,45.0,76.0,48.0,56.0,13.0,112.0,40.0,5.0,31.0,103.0
8602,The Rascals,Collections,No Love To Give (LP Version),"New York, NY",168.56771,7,0.793,1,0.683,-15.529,78.19,3,1.0,0.624,166.0,41.0,35.0,39.0,38.0,17.0,23.0,18.0,10.0,13.0,3.0,15.0
8603,Liquid Spill,Words,Words- Till the mornin' comes Mix,GERMANY,376.16281,4,0.756,0,0.503,-8.948,140.133,4,0.0,0.908,732.0,595.0,13.0,492.0,129.0,7.0,7.0,119.0,14.0,11.0,15.0,36.0
8604,B.B. King,The Very Best Of The Early Years,Please Love Me,"Memphis, Tennessee",170.68363,3,0.269,1,0.235,-6.555,103.859,1,0.373,0.415,115.0,92.0,60.0,84.0,89.0,25.0,15.0,18.0,10.0,2.0,2.0,0.0
8605,Aerosmith,Night In The Ruts,Reefer Head Woman,"Boston, MA",241.8673,9,0.994,1,0.542,-12.328,94.423,3,1.0,0.0,356.0,101.0,59.0,25.0,22.0,26.0,10.0,22.0,32.0,39.0,2.0,1.0
8606,The Beatles / Tony Sheridan,Total 60s,Ain't She Sweet,"Liverpool, England",130.95138,1,0.605,0,0.526,-7.455,159.437,1,0.0,0.224,200.0,61.0,17.0,53.0,24.0,60.0,22.0,24.0,20.0,4.0,10.0,12.0
8607,Various Production,Tricycle EP,Bside,,239.90812,1,0.374,1,0.348,-16.775,151.992,4,0.0,0.0,302.0,178.0,36.0,66.0,191.0,126.0,22.0,32.0,58.0,12.0,9.0,3.0
8608,Los Fabulosos Cadillacs,El Ritmo Mundial,Twist Y Gritos (Twist & Shout),Buenos Aires.,151.92771,0,0.8,1,0.728,-4.468,149.767,1,0.0,0.0,224.0,63.0,68.0,25.0,62.0,47.0,89.0,41.0,6.0,12.0,3.0,17.0
8609,Led Zeppelin,Led Zeppelin III,Immigrant Song (Album Version),England,145.05751,11,0.717,1,0.613,-10.544,150.569,3,1.0,2.223,194.0,62.0,28.0,16.0,25.0,138.0,64.0,34.0,10.0,6.0,4.0,9.0
8610,Nora,Split - EP,The Power Of,"Morris Plains, NJ",198.63465,7,0.023,1,0.419,-7.168,74.074,4,0.346,0.0,116.0,114.0,80.0,22.0,19.0,21.0,32.0,52.0,22.0,22.0,10.0,17.0
8611,Brian Tyler,Partition,Festival Of Holi,,128.54812,11,0.071,1,0.473,-13.85,122.653,3,0.105,0.229,219.0,109.0,42.0,58.0,51.0,168.0,35.0,14.0,1.0,8.0,11.0,6.0
8612,Brenda Lee,The Gospel Side Of Brenda Lee,Having A Little Talk With Jesus,"Lithonia, GA",133.69424,2,0.632,1,0.632,-9.334,93.033,4,0.333,0.087,105.0,81.0,36.0,22.0,19.0,33.0,10.0,47.0,18.0,23.0,14.0,10.0
8613,Nightwish,Once,Kuolema Tekee Taiteilijan,"Kitee, Finland",238.54975,2,0.119,0,0.294,-12.967,139.482,5,0.359,0.067,245.0,24.0,24.0,22.0,12.0,54.0,4.0,46.0,10.0,6.0,3.0,11.0
8614,Pee Wee King,Country_ Honky Tonk and Hillbilly Classic,Tennessee Central Number Nine,"Milwaukee, WI",162.21995,2,0.424,1,0.538,-13.098,127.924,4,0.0,0.282,155.0,78.0,82.0,77.0,64.0,36.0,22.0,51.0,30.0,24.0,9.0,0.0
8615,Scweez,"Rich Kidd Compilation Volume 3 ""Running the Game",Don't Stop,California - SF,204.32934,1,0.334,1,0.364,-8.11,105.037,4,0.649,0.183,185.0,154.0,93.0,121.0,125.0,72.0,48.0,42.0,25.0,22.0,15.0,6.0
8616,John Fogerty,Eye Of The Zombie,Soda Pop,"Berkeley, CA",354.35057,4,0.457,0,0.455,-7.333,105.131,4,0.685,3.988,233.0,168.0,169.0,135.0,145.0,158.0,65.0,79.0,51.0,59.0,19.0,9.0
8617,Nazz,13th And Pine,It Must Be Everywhere (Complete Version),,151.562,5,0.392,1,0.272,-9.889,167.829,4,0.949,0.068,183.0,67.0,29.0,29.0,29.0,39.0,8.0,12.0,9.0,15.0,17.0,14.0
8618,Marcel Azzola,L'Accordeoniste,Mon Legionnaire,,323.39546,2,0.631,1,0.534,-21.14,73.526,4,0.312,0.397,375.0,79.0,73.0,64.0,52.0,69.0,33.0,45.0,27.0,12.0,6.0,2.0
8619,Albin Myers,Defected In The House Ibiza 09,BOOM!!!,,425.61261,4,0.583,1,0.269,-8.571,127.84,4,0.0,0.0,464.0,235.0,200.0,34.0,62.0,251.0,179.0,75.0,68.0,33.0,4.0,3.0
8620,DJ Harry,Collision,Other Side of You,,327.47057,7,0.772,1,0.499,-6.152,133.343,5,0.711,0.0,371.0,212.0,198.0,109.0,59.0,109.0,200.0,202.0,54.0,53.0,25.0,1.0
8621,2XL,Neighborhood Rapstar,Kissing Game,Washington DC,230.37342,5,0.383,1,0.432,-4.958,102.949,4,1.0,0.218,202.0,147.0,112.0,80.0,66.0,68.0,47.0,38.0,30.0,56.0,42.0,7.0
8622,Edmundo Ros,The Latin Sounds of Edmundo Ros,Un Minuto Contigo (One Moment),Venezuela,135.88853,7,0.426,0,0.532,-22.153,127.443,1,0.677,0.688,282.0,43.0,15.0,34.0,38.0,27.0,8.0,28.0,12.0,17.0,3.0,1.0
8623,Pescado Rabioso,Pescado Rabioso 2,¡Hola_ Pequeño Ser!,,579.44771,0,0.123,1,0.26,-12.977,111.011,4,1.0,3.483,541.0,458.0,178.0,79.0,173.0,110.0,65.0,66.0,227.0,68.0,87.0,59.0
8624,Agency 1.9.9.4,Undergrounds Series Vol. 1: Dayz Of Our Livez,Everyday Struggle (Bonus),South Carolina,168.12363,1,0.529,1,0.484,-8.806,135.095,3,1.0,1.355,191.0,142.0,45.0,86.0,61.0,23.0,26.0,48.0,57.0,42.0,44.0,24.0
8625,Leann Rimes & Brian McFadden,Everybody's Someone,Everybody's Someone (Gateway Mix),,224.83546,5,0.633,1,0.725,-5.872,137.87,4,0.416,0.688,349.0,49.0,44.0,23.0,20.0,90.0,2.0,27.0,18.0,20.0,22.0,0.0
8626,Robert Palmer,Gold,Man Smart Woman Smarter,"Batley, England",181.73342,7,0.555,1,0.757,-11.472,157.788,4,0.678,0.178,146.0,112.0,80.0,87.0,60.0,41.0,42.0,52.0,23.0,36.0,21.0,15.0
8627,Audio Adrenaline,In The Name Of Love,Gloria (In The Name Of Love Album Version),,285.83138,9,0.0,0,0.165,-4.035,144.987,4,0.0,3.5,496.0,59.0,72.0,29.0,41.0,48.0,16.0,83.0,16.0,6.0,29.0,64.0
8628,Frost,Cursed Again & Talking To God,Two of a Kind,"Birmingham, England",271.882,1,0.355,1,0.29,-5.981,154.753,4,0.161,0.0,145.0,118.0,76.0,46.0,25.0,31.0,16.0,27.0,7.0,6.0,3.0,0.0
8629,Dylan Kuo,Not Anymore,Shen Lai,,186.22649,4,0.596,1,0.602,-5.105,155.726,4,0.0,2.194,196.0,30.0,54.0,45.0,34.0,43.0,10.0,36.0,24.0,1.0,23.0,20.0
8630,The Bronx Horns,Silver In the Bronx,The Preacher,New York,265.61261,10,0.307,1,0.21,-8.559,123.768,3,0.298,0.142,427.0,123.0,92.0,56.0,41.0,137.0,29.0,49.0,24.0,18.0,24.0,16.0
8631,Gonzalo Rubalcaba,Mi Gran Pasion,Principe Nino,"Havana, Cuba",374.49098,9,0.522,1,0.396,-12.101,142.839,1,0.0,0.3,474.0,165.0,173.0,114.0,150.0,114.0,49.0,202.0,66.0,31.0,14.0,15.0
8632,Precious Bryant,Fool Me Good,Blues All Around My Bed,North Carolina,154.30485,9,0.71,1,0.609,-11.301,179.081,1,0.0,0.206,290.0,36.0,44.0,28.0,27.0,147.0,12.0,25.0,14.0,17.0,0.0,0.0
8633,Leona Naess,Comatised,Paper Thin,"London, England",645.38077,9,0.494,0,0.446,-12.793,120.36,4,0.803,11.389,729.0,115.0,170.0,110.0,64.0,108.0,30.0,169.0,24.0,33.0,60.0,26.0
8634,Klubbingman feat. Beatrix Delgado,Another Day Another Night,Another Day Another Night,,209.29261,11,0.627,1,0.529,-4.95,142.956,4,0.472,0.0,112.0,112.0,74.0,94.0,89.0,181.0,70.0,28.0,32.0,22.0,25.0,11.0
8635,The Chieftains,Music Of The Celtic Harp,Carolan's Concerto,Ireland,185.86077,2,0.771,1,0.658,-14.344,175.711,4,0.0,2.293,227.0,74.0,110.0,64.0,65.0,54.0,15.0,65.0,12.0,28.0,11.0,5.0
8636,D.R.S.,Gangsta Lean,Gangsta Lean (Gangstapella),Texas,237.16526,5,0.621,0,0.499,-22.258,165.168,3,0.862,0.351,197.0,202.0,109.0,110.0,72.0,29.0,35.0,30.0,28.0,10.0,8.0,2.0
8637,Galactic,Crazyhorse Mongoose,Cafe deClouet,,21.39383,5,0.539,1,0.342,-30.249,102.841,3,0.681,0.171,19.0,24.0,14.0,8.0,1.0,11.0,4.0,1.0,1.0,2.0,1.0,0.0
8638,The Harvard Lampoon Comedians,The Harvard Lampoon Comedy CD - No Escape From Danger,Hired Security,,77.21751,1,0.785,1,0.558,-10.447,151.215,7,0.685,0.0,65.0,66.0,32.0,26.0,31.0,13.0,14.0,16.0,9.0,8.0,8.0,8.0
8639,Information Society,Hack,Slipping Away/Here Is Kazmeyer,"Minneapolis, MN",251.61098,9,0.578,1,0.606,-13.573,90.011,4,0.751,6.153,290.0,27.0,48.0,60.0,39.0,106.0,8.0,96.0,20.0,5.0,2.0,4.0
8640,Perrey And Kingsley,The Out Sound From Way In!,The Unidentified Flying Object,,119.64036,5,0.723,1,0.492,-12.12,140.638,1,0.0,0.0,126.0,66.0,84.0,51.0,54.0,73.0,44.0,61.0,12.0,6.0,18.0,3.0
8641,Barbara Fairchild,Stories,Comfort Creek,"Knobel, AK",178.36363,3,0.093,1,0.39,-10.576,186.423,7,0.189,0.363,353.0,51.0,78.0,23.0,12.0,95.0,8.0,35.0,7.0,10.0,10.0,3.0
8642,Yolandita Monge,Yolandita Monge Selected Hits Vol. 1,Cierra Los Ojos Y Juntos Recordemos - Original,,214.49098,1,0.047,0,0.398,-15.632,110.599,4,0.171,0.0,364.0,59.0,84.0,76.0,34.0,28.0,12.0,79.0,16.0,2.0,1.0,0.0
8643,David Guetta - Joachim Garraud - Chris Willis,Love Is Gone,Love Is Gone (Eddie Thoneick's Liberte Mix),,432.90077,11,0.717,0,0.527,-9.173,85.351,1,1.0,0.0,435.0,294.0,396.0,344.0,156.0,239.0,159.0,180.0,22.0,34.0,32.0,13.0
8644,Hatebreed,Supremacy,Destroy Everything (Album Version),"New Haven, CT",209.05751,7,0.115,1,0.485,-3.08,110.016,4,0.981,0.0,246.0,191.0,53.0,57.0,35.0,12.0,32.0,46.0,37.0,9.0,22.0,26.0
8645,Anti-Flag,The People or The Gun,The Gre(A)t Depression,"Pittsburgh, PA",188.55138,11,1.0,1,0.762,-5.032,146.141,1,0.0,0.0,224.0,27.0,18.0,18.0,10.0,54.0,22.0,42.0,5.0,4.0,43.0,30.0
8646,Pam Thum,Faithful,See You in the Morning,,291.02975,1,0.134,1,0.449,-11.178,141.175,4,0.749,0.0,425.0,56.0,86.0,25.0,29.0,145.0,9.0,36.0,14.0,6.0,17.0,15.0
8647,Less Than Jake,Losing Streak,Automatic,"Gainesville, FL",125.28281,2,0.635,1,0.534,-4.285,133.05,1,0.0,0.0,138.0,61.0,44.0,33.0,40.0,63.0,17.0,37.0,30.0,11.0,6.0,3.0
8648,Anti-Flag,Live at the Fireside Bowl,I Don't Wanna be a War Hero,"Pittsburgh, PA",99.00363,1,0.231,1,0.0,-6.459,106.065,1,0.0,0.0,91.0,88.0,27.0,15.0,12.0,29.0,20.0,15.0,21.0,7.0,12.0,8.0
8649,Pelt,Skullfuck (Bestio Tergum Degero),Bestio Tergum Degero Pt. 3,Kingston,116.58404,6,0.097,1,0.362,-14.223,87.46,7,0.589,4.702,33.0,30.0,14.0,8.0,6.0,12.0,10.0,6.0,4.0,2.0,8.0,13.0
8650,Lupe Fiasco,Lupe Fiasco's Food & Liquor,Kick_ Push II (Album Version),"Chicago, IL",251.68934,2,0.0,1,0.23,-4.237,85.015,4,1.0,0.13,212.0,217.0,85.0,92.0,59.0,140.0,84.0,46.0,14.0,5.0,22.0,11.0
8651,Her Majesty's Finest,Warning Bell,Snapshot Samurai,,147.98322,2,0.626,1,0.612,-4.762,139.878,4,0.0,0.34,123.0,22.0,63.0,39.0,36.0,45.0,23.0,30.0,7.0,9.0,2.0,3.0
8652,Tyrone Taylor,Reggae Max,True Love,,290.16771,0,0.439,1,0.437,-7.06,174.33,1,0.0,0.0,259.0,158.0,123.0,78.0,85.0,110.0,38.0,100.0,66.0,61.0,30.0,15.0
8653,Kuijken Kwartet,Mozart: Requiem KV 626 - Version For String Quartet by Peter Lichtenthal,Introitus: Requiem: Dies Irae,,125.93587,9,0.442,1,0.363,-20.868,135.759,1,0.0,0.0,172.0,77.0,30.0,45.0,46.0,25.0,14.0,15.0,23.0,15.0,6.0,9.0
8654,T.G. Sheppard,The Very Best Of,You're My First Lady,"Humboldt, TN",210.75546,7,0.643,1,0.758,-18.261,157.968,4,0.701,0.143,377.0,45.0,61.0,23.0,24.0,40.0,11.0,62.0,5.0,11.0,1.0,4.0
8655,Dr. Elmo,Dr. Elmo's Twisted Christmas,Christmas Won't be the Same Without Johnny,California - SF,152.37179,0,0.906,1,0.781,-16.709,98.508,1,0.0,0.0,153.0,33.0,53.0,21.0,12.0,17.0,10.0,19.0,8.0,3.0,2.0,4.0
8656,David Jalbert,Faure: Complete Nocturnes - David Jalbert,Nocturne For Piano No. 5 In B Flat Major_ Op. 37,"Mascouche, Qc",508.02893,3,0.118,1,0.336,-25.698,90.19,1,0.337,0.148,299.0,107.0,145.0,83.0,66.0,103.0,34.0,82.0,45.0,22.0,58.0,0.0
8657,Julien Clerc,Olympia 94,Ma Préférence (Live),FR,266.29179,8,0.125,1,0.448,-12.623,97.007,4,0.352,0.0,261.0,58.0,80.0,73.0,41.0,62.0,11.0,54.0,10.0,9.0,7.0,2.0
8658,The Jason Bonham Band,MAD HATTER,Hold On,NY - New York City,260.51873,0,0.609,1,0.533,-8.013,142.26,4,0.559,5.468,213.0,116.0,74.0,30.0,34.0,76.0,51.0,73.0,52.0,20.0,17.0,1.0
8659,Busta Rhymes,Genesis,We Got What You Want,"East Flatbush, Brooklyn, NY",231.49669,8,0.0,0,0.0,-5.349,176.83,3,1.0,0.0,192.0,178.0,92.0,83.0,36.0,52.0,35.0,46.0,36.0,97.0,116.0,50.0
8660,Paul Taylor,Nightlife,East Bay Bounce,Wyoming,249.83465,5,0.269,1,0.042,-4.73,100.058,4,0.683,0.165,166.0,141.0,93.0,42.0,128.0,134.0,46.0,57.0,45.0,46.0,42.0,2.0
8661,Greek Gypsy Musicians,Music of the Greek Gypsies,Teska (Teska),,214.72608,5,0.277,0,0.55,-11.277,158.419,7,0.695,0.0,363.0,160.0,85.0,26.0,76.0,26.0,39.0,14.0,8.0,43.0,22.0,1.0
8662,VHS Or Beta,Night On Fire,Forever,"Louisville, KY",343.562,8,0.637,0,0.452,-5.82,123.847,4,1.0,0.084,666.0,135.0,72.0,45.0,26.0,137.0,16.0,114.0,151.0,37.0,112.0,65.0
8663,Vixen,Vixen,One Night Alone,California - LA,229.642,0,0.725,1,0.635,-12.818,129.846,4,0.0,2.891,321.0,43.0,65.0,37.0,30.0,30.0,7.0,48.0,3.0,27.0,8.0,16.0
8664,Bill Douglas,Jewel Lake,Infant Dreams,,147.17342,5,0.59,1,0.808,-33.364,108.948,4,0.0,0.247,117.0,19.0,24.0,19.0,24.0,40.0,2.0,21.0,16.0,15.0,10.0,0.0
8665,Kol Simcha,Voice Of Joy,Why,,548.38812,0,0.651,0,0.866,-24.568,156.27,4,0.729,2.554,499.0,62.0,81.0,48.0,46.0,87.0,13.0,65.0,22.0,3.0,3.0,3.0
8666,Joey McIntyre,Talk To Me,All The Way,"Needham, MA",173.322,5,0.624,1,0.659,-19.928,202.693,5,0.471,0.56,162.0,72.0,83.0,39.0,21.0,25.0,16.0,23.0,8.0,20.0,13.0,4.0
8667,Josh Mullins,I Wouldn't Buy This Either,Mom,,162.01098,8,0.0,0,0.085,-13.675,81.827,1,0.715,0.0,95.0,128.0,77.0,63.0,47.0,32.0,35.0,39.0,29.0,34.0,23.0,12.0
8668,Dennis Brown,Ragga With Maximum Respect,Ballroom Floor,"Kingston, Jamaica",218.46159,7,0.375,0,0.178,-8.588,88.384,4,0.839,0.0,169.0,164.0,70.0,39.0,76.0,75.0,79.0,66.0,53.0,43.0,24.0,9.0
8669,Kingston Trio,The M.T.A.,Goodnight Irene,"Palo Alto, CA",165.48526,9,0.0,0,0.185,-13.196,142.763,1,0.0,0.0,227.0,50.0,46.0,36.0,27.0,84.0,13.0,47.0,12.0,7.0,1.0,0.0
8670,Be Bop Deluxe,Air Age Anthology,Music In Dreamland,England,285.1522,1,0.619,1,0.617,-11.969,126.729,4,0.0,0.792,361.0,74.0,114.0,38.0,52.0,120.0,19.0,79.0,12.0,28.0,12.0,1.0
8671,Peret,Peret Y Su Rumba,Ole Con Ole,,170.91873,1,0.026,0,0.269,-10.903,144.072,3,0.244,0.241,346.0,146.0,52.0,110.0,74.0,44.0,19.0,33.0,14.0,5.0,10.0,8.0
8672,Headliners,Das Album zum Film,90er,,347.79383,8,0.766,1,0.666,-4.281,170.041,4,0.572,0.16,360.0,263.0,191.0,121.0,117.0,96.0,167.0,127.0,87.0,50.0,4.0,4.0
8673,Clementina De Jesus,Nova Bis-Clementina de Jesus,Itinerario,,181.39383,4,0.358,0,0.406,-9.735,212.401,7,0.006,0.193,265.0,186.0,121.0,94.0,74.0,48.0,43.0,38.0,27.0,23.0,23.0,19.0
8674,The Velvet Underground,The Velvet Underground Story 2CD Set,Stephanie Says,"New York, NY",170.89261,0,0.491,1,0.609,-15.591,112.48,4,0.0,0.256,201.0,49.0,64.0,21.0,43.0,41.0,21.0,55.0,4.0,23.0,4.0,19.0
8675,The Disposable Heroes Of Hiphoprisy,Hypocrisy Is The Greatest Luxury,Music And Politics,"San Fransisco, CA",241.52771,2,0.057,1,0.15,-18.454,108.616,4,0.876,4.18,189.0,168.0,126.0,132.0,70.0,72.0,53.0,55.0,26.0,17.0,16.0,19.0
