MB Genre,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
hard rock,185.93914,9,0.768,0,0.471,-6.738,210.691,4,1.0,0.0,145.0,102.0,29.0,39.0,46.0,47.0,39.0,23.0,54.0,88.0,42.0,19.0
classical,153.52118,0,0.4,1,0.421,-22.377,91.568,4,0.562,0.107,179.0,74.0,40.0,40.0,38.0,33.0,20.0,26.0,10.0,11.0,4.0,11.0
electronic,235.62404,0,0.406,1,0.467,-8.48,159.083,4,0.265,0.329,154.0,74.0,134.0,110.0,182.0,45.0,31.0,74.0,6.0,22.0,94.0,146.0
hip hop,152.86812,11,0.05,0,0.484,-5.216,89.957,4,0.218,0.0,63.0,121.0,82.0,51.0,33.0,58.0,41.0,53.0,31.0,51.0,37.0,17.0
jazz,291.83955,10,0.353,1,0.248,-14.199,82.733,4,0.168,0.484,281.0,94.0,115.0,64.0,71.0,102.0,33.0,83.0,15.0,29.0,38.0,9.0
electronic,232.38485,11,0.175,0,0.539,-5.797,124.995,4,1.0,0.142,243.0,205.0,102.0,21.0,14.0,127.0,160.0,70.0,42.0,31.0,0.0,0.0
blues,128.96608,8,0.451,1,0.477,-13.142,172.112,4,0.067,0.208,199.0,109.0,45.0,12.0,25.0,16.0,70.0,19.0,2.0,0.0,0.0,0.0
pop,236.09424,9,0.568,0,0.657,-11.326,119.035,4,0.655,0.0,280.0,42.0,81.0,33.0,31.0,61.0,14.0,46.0,8.0,34.0,20.0,43.0
rock,166.73914,10,0.536,1,0.657,-12.876,146.688,4,0.352,0.2,195.0,55.0,51.0,38.0,35.0,57.0,15.0,30.0,15.0,15.0,13.0,9.0
alternative metal,98.89914,0,0.541,0,0.488,-3.805,85.466,5,1.0,0.0,83.0,36.0,4.0,21.0,27.0,35.0,12.0,6.0,7.0,9.0,12.0,4.0
hard rock,205.73995,6,0.492,1,0.566,-5.673,155.793,4,0.924,0.0,118.0,100.0,41.0,34.0,50.0,83.0,97.0,39.0,7.0,17.0,36.0,51.0
folk,245.73342,7,0.528,1,0.615,-8.997,120.172,4,0.905,0.247,339.0,101.0,74.0,40.0,46.0,63.0,7.0,71.0,41.0,52.0,16.0,26.0
easy listening,233.37751,10,0.227,1,0.498,-14.751,124.656,4,0.906,3.042,183.0,76.0,47.0,62.0,51.0,55.0,23.0,42.0,15.0,26.0,19.0,9.0
jazz,243.66975,2,0.594,0,0.504,-12.77,98.072,1,0.242,0.0,443.0,110.0,62.0,38.0,29.0,41.0,18.0,36.0,32.0,33.0,15.0,9.0
electro,431.51628,10,0.448,0,0.531,-6.268,126.958,4,1.0,0.131,532.0,548.0,187.0,166.0,139.0,203.0,108.0,47.0,87.0,93.0,125.0,27.0
reggae,210.52036,11,0.174,0,0.389,-9.44,124.088,4,1.0,0.334,253.0,128.0,49.0,86.0,110.0,36.0,28.0,97.0,31.0,44.0,34.0,72.0
jazz,176.90077,2,0.345,1,0.424,-18.724,97.619,3,0.53,0.456,138.0,134.0,89.0,60.0,63.0,42.0,72.0,41.0,32.0,15.0,13.0,4.0
electronic,530.12853,0,0.652,1,0.509,-5.432,130.012,4,0.17,0.189,683.0,628.0,136.0,115.0,183.0,398.0,161.0,342.0,339.0,135.0,34.0,1.0
breakbeat,285.12608,6,0.351,1,0.41,-7.311,107.944,4,1.0,0.0,243.0,216.0,192.0,121.0,102.0,100.0,51.0,73.0,54.0,60.0,94.0,28.0
reggae,209.29261,0,0.657,1,0.551,-8.839,171.597,4,0.766,0.0,138.0,147.0,68.0,82.0,103.0,128.0,23.0,31.0,14.0,11.0,6.0,4.0
hip hop,245.99465,6,0.353,0,0.319,-6.565,165.779,4,0.261,0.0,133.0,191.0,107.0,136.0,71.0,70.0,67.0,133.0,90.0,45.0,60.0,20.0
hard rock,415.4771,4,0.66,1,0.447,-8.531,98.428,3,0.134,2.682,280.0,98.0,274.0,60.0,39.0,132.0,29.0,49.0,15.0,14.0,40.0,30.0
alternative rock,207.56853,9,0.326,1,0.481,-11.622,171.648,4,0.437,0.0,313.0,80.0,58.0,46.0,24.0,56.0,21.0,20.0,27.0,11.0,10.0,3.0
pop,276.63628,7,0.632,1,0.659,-9.254,99.139,4,0.816,0.2,539.0,54.0,41.0,5.0,33.0,9.0,3.0,18.0,2.0,6.0,1.0,25.0
hip hop,225.51465,5,0.479,0,0.493,-5.808,132.844,3,0.791,0.0,220.0,105.0,87.0,82.0,69.0,86.0,63.0,71.0,25.0,27.0,36.0,37.0
blues,173.322,5,0.376,0,0.405,-30.53,100.795,3,0.996,0.525,159.0,69.0,27.0,33.0,32.0,16.0,12.0,64.0,16.0,13.0,19.0,2.0
ambient,459.93751,5,0.393,0,0.459,-11.791,90.009,4,0.435,0.0,1334.0,111.0,229.0,84.0,312.0,229.0,8.0,37.0,9.0,23.0,10.0,1.0
electronic,173.24363,8,0.364,1,0.433,-6.021,88.835,4,0.854,0.09,165.0,98.0,37.0,46.0,118.0,47.0,57.0,84.0,12.0,0.0,7.0,5.0
pop,160.83546,0,0.789,1,0.787,-10.182,81.649,4,0.892,0.0,158.0,69.0,84.0,33.0,42.0,32.0,7.0,41.0,5.0,5.0,6.0,8.0
alternative rock,126.64118,1,0.429,1,0.443,-9.423,122.47,5,0.147,0.467,221.0,148.0,13.0,26.0,39.0,36.0,39.0,12.0,7.0,8.0,3.0,0.0
alternative rock,406.85669,8,0.01,1,0.295,-8.539,146.826,4,0.691,0.0,456.0,64.0,97.0,34.0,96.0,126.0,4.0,89.0,41.0,1.0,1.0,0.0
hip hop,202.10893,10,0.532,0,0.492,-6.176,94.918,4,0.883,0.0,167.0,167.0,94.0,40.0,38.0,41.0,39.0,70.0,84.0,52.0,38.0,19.0
pop,228.04853,1,0.61,1,0.415,-4.541,79.823,5,0.701,0.363,234.0,130.0,114.0,92.0,73.0,74.0,63.0,192.0,126.0,28.0,36.0,16.0
country,155.95057,2,0.745,1,0.704,-14.123,109.065,1,0.04,0.299,126.0,54.0,50.0,30.0,32.0,33.0,9.0,23.0,15.0,14.0,2.0,2.0
electronic,215.77098,1,0.115,0,0.304,-7.773,130.04,4,0.985,2.334,403.0,167.0,36.0,239.0,66.0,16.0,74.0,41.0,50.0,15.0,86.0,12.0
classical,277.18485,9,0.629,0,0.651,-31.109,95.13,3,0.802,0.502,274.0,69.0,53.0,44.0,41.0,35.0,29.0,37.0,27.0,33.0,13.0,4.0
ambient,242.99057,0,0.099,1,0.421,-10.15,146.796,4,0.773,0.0,296.0,272.0,33.0,23.0,21.0,37.0,26.0,10.0,10.0,15.0,35.0,30.0
pop,287.242,11,0.368,0,0.655,-5.612,149.591,4,0.599,0.0,387.0,157.0,89.0,61.0,87.0,126.0,46.0,44.0,12.0,37.0,31.0,8.0
hip hop,224.28689,11,0.696,0,0.477,-3.963,130.136,4,0.641,0.0,213.0,133.0,118.0,76.0,64.0,102.0,56.0,50.0,31.0,38.0,48.0,34.0
electro,531.61751,2,0.901,1,0.704,-9.827,166.015,4,0.85,0.0,891.0,181.0,186.0,62.0,88.0,156.0,49.0,73.0,72.0,26.0,2.0,4.0
jazz,397.16526,8,0.34,0,0.228,-18.986,126.71,4,0.421,0.636,566.0,237.0,160.0,97.0,69.0,41.0,62.0,66.0,40.0,48.0,19.0,4.0
country,287.50322,1,0.535,1,0.609,-12.517,139.99,1,0.655,0.125,468.0,79.0,74.0,32.0,20.0,87.0,6.0,29.0,12.0,14.0,4.0,3.0
country,175.98649,0,0.643,1,0.623,-15.89,103.465,3,0.873,0.988,113.0,59.0,73.0,75.0,25.0,43.0,20.0,21.0,9.0,6.0,1.0,3.0
punk,204.40771,3,0.124,1,0.299,-2.192,194.532,3,0.173,2.148,188.0,63.0,76.0,77.0,35.0,90.0,30.0,47.0,56.0,12.0,15.0,6.0
hip hop,304.37832,1,0.525,1,0.241,-8.4,105.207,5,1.0,0.182,214.0,174.0,119.0,220.0,80.0,185.0,96.0,81.0,114.0,74.0,42.0,39.0
alternative rock,249.62567,2,0.412,1,0.418,-4.673,152.999,4,1.0,0.16,121.0,60.0,50.0,63.0,23.0,44.0,15.0,24.0,15.0,6.0,4.0,0.0
electronic,123.19302,2,0.126,1,0.399,-14.923,185.266,4,0.331,0.403,158.0,114.0,59.0,58.0,44.0,34.0,28.0,25.0,18.0,29.0,11.0,9.0
pop,185.36444,8,0.982,1,0.95,-7.531,95.575,4,0.731,0.0,327.0,57.0,62.0,9.0,13.0,31.0,4.0,70.0,28.0,7.0,6.0,4.0
electronic,301.16526,10,0.603,1,0.511,-6.445,115.02,4,0.558,0.102,671.0,100.0,124.0,44.0,50.0,147.0,21.0,49.0,18.0,26.0,75.0,7.0
alternative rock,203.49342,6,0.107,0,0.492,-7.913,91.003,3,1.0,0.316,317.0,47.0,21.0,9.0,7.0,9.0,8.0,21.0,0.0,3.0,1.0,23.0
reggae,268.61669,0,0.879,1,0.612,-7.097,130.812,4,0.431,2.415,337.0,99.0,110.0,65.0,65.0,130.0,61.0,133.0,17.0,16.0,7.0,9.0
country,227.57832,0,0.463,0,0.498,-7.695,96.068,4,0.463,2.682,382.0,84.0,101.0,71.0,34.0,52.0,34.0,71.0,36.0,18.0,30.0,25.0
hip hop,196.33587,8,0.104,1,0.344,-9.577,89.658,4,0.476,0.334,262.0,158.0,97.0,68.0,51.0,46.0,38.0,52.0,58.0,10.0,12.0,10.0
hard rock,257.27955,2,0.961,1,0.872,-6.776,112.767,4,1.0,2.043,359.0,41.0,102.0,33.0,28.0,64.0,11.0,51.0,6.0,7.0,2.0,0.0
country,192.46975,1,0.89,1,0.719,-10.002,122.022,4,0.147,0.142,268.0,46.0,67.0,35.0,26.0,47.0,3.0,66.0,18.0,12.0,5.0,3.0
folk rock,181.15873,9,0.119,1,0.403,-14.343,100.422,4,0.799,4.667,231.0,72.0,36.0,36.0,23.0,57.0,3.0,44.0,25.0,42.0,13.0,11.0
alternative metal,267.17995,0,0.402,0,0.446,-4.6,151.64,4,0.611,0.0,283.0,72.0,46.0,37.0,17.0,58.0,30.0,121.0,28.0,15.0,13.0,1.0
latin,229.14567,4,0.787,1,0.563,-6.062,77.722,4,0.535,0.0,210.0,92.0,87.0,49.0,41.0,43.0,28.0,83.0,18.0,12.0,23.0,25.0
contemporary christian,225.95873,7,0.528,1,0.602,-9.598,87.76,7,0.285,0.0,322.0,55.0,74.0,16.0,23.0,77.0,24.0,69.0,10.0,17.0,4.0,0.0
soul,143.15057,7,0.61,1,0.618,-7.293,116.122,4,0.31,0.235,105.0,44.0,88.0,20.0,19.0,37.0,17.0,54.0,12.0,49.0,11.0,8.0
folk,476.18567,2,0.327,1,0.43,-17.763,127.387,1,0.644,0.549,397.0,167.0,159.0,241.0,169.0,299.0,64.0,50.0,80.0,44.0,26.0,11.0
indie rock,207.17669,11,0.535,0,0.496,-6.186,189.825,4,0.686,0.299,116.0,88.0,84.0,72.0,56.0,52.0,44.0,65.0,30.0,33.0,14.0,11.0
blues rock,322.97751,0,0.331,1,0.557,-13.865,139.015,4,0.429,0.525,444.0,64.0,85.0,68.0,48.0,52.0,23.0,64.0,20.0,18.0,8.0,26.0
breakbeat,209.97179,2,0.187,1,0.389,-12.019,122.077,4,0.634,0.0,314.0,138.0,117.0,117.0,86.0,85.0,57.0,101.0,113.0,49.0,18.0,16.0
contemporary r&b,183.43138,1,0.477,1,0.354,-9.74,105.775,4,0.986,0.0,159.0,166.0,97.0,42.0,38.0,53.0,43.0,33.0,28.0,37.0,4.0,2.0
pop,230.63465,9,0.019,1,0.138,-5.953,135.914,4,0.394,0.259,290.0,309.0,13.0,30.0,13.0,57.0,8.0,8.0,15.0,17.0,7.0,5.0
gangsta rap,207.98649,1,0.707,0,0.622,-7.804,103.596,5,1.0,0.0,311.0,122.0,85.0,98.0,49.0,60.0,27.0,89.0,35.0,12.0,39.0,3.0
contemporary r&b,237.50485,2,0.77,1,0.667,-3.909,196.04,3,0.629,0.084,284.0,211.0,83.0,45.0,42.0,52.0,34.0,93.0,124.0,69.0,18.0,10.0
contemporary jazz,262.922,7,0.407,0,0.405,-24.012,88.183,5,0.649,2.067,284.0,51.0,51.0,48.0,42.0,70.0,11.0,40.0,30.0,51.0,19.0,12.0
contemporary christian,181.91628,6,0.704,1,0.741,-10.156,115.407,3,0.885,0.12,293.0,35.0,55.0,22.0,25.0,63.0,4.0,16.0,2.0,21.0,21.0,2.0
pop,182.9873,8,0.539,1,0.64,-16.008,79.821,4,0.937,0.148,156.0,124.0,74.0,33.0,20.0,22.0,27.0,42.0,19.0,8.0,3.0,2.0
east coast hip hop,270.10567,10,0.006,1,0.33,-7.553,99.914,4,1.0,0.124,516.0,106.0,9.0,12.0,102.0,62.0,71.0,15.0,16.0,42.0,0.0,28.0
alternative metal,360.75057,6,0.821,0,0.842,-3.134,105.54,4,0.473,0.0,340.0,125.0,103.0,39.0,50.0,113.0,62.0,67.0,23.0,25.0,28.0,11.0
indie rock,194.45506,7,0.133,0,0.17,-4.533,84.461,4,0.365,0.0,128.0,62.0,67.0,40.0,54.0,49.0,13.0,35.0,18.0,14.0,6.0,1.0
alternative rock,160.62649,4,0.519,1,0.521,-8.211,161.991,4,0.652,0.201,130.0,24.0,22.0,56.0,43.0,45.0,5.0,61.0,60.0,3.0,39.0,17.0
pop,190.85016,9,0.283,1,0.268,-11.809,109.318,4,0.456,0.0,249.0,87.0,46.0,25.0,43.0,95.0,28.0,21.0,26.0,19.0,9.0,7.0
hard rock,209.47546,4,0.776,1,0.636,-10.998,92.685,4,0.572,0.479,251.0,67.0,97.0,40.0,29.0,20.0,18.0,41.0,15.0,23.0,5.0,30.0
alternative rock,205.16526,2,0.719,1,0.865,-3.862,134.009,4,0.175,0.108,167.0,103.0,30.0,30.0,18.0,82.0,22.0,11.0,43.0,17.0,50.0,5.0
east coast hip hop,60.21179,2,0.048,1,0.457,-7.459,87.599,4,1.0,0.073,33.0,45.0,16.0,24.0,21.0,18.0,13.0,11.0,4.0,9.0,4.0,4.0
ambient,501.55057,0,0.902,1,0.644,-13.785,162.781,1,0.501,2.432,892.0,106.0,49.0,44.0,72.0,159.0,51.0,96.0,29.0,6.0,11.0,145.0
latin,208.66567,0,0.234,1,0.559,-7.705,120.064,4,0.842,0.171,340.0,182.0,153.0,53.0,36.0,44.0,43.0,71.0,18.0,36.0,9.0,4.0
pop,305.10975,5,0.758,0,0.552,-12.602,140.549,4,0.842,0.165,503.0,77.0,50.0,90.0,65.0,105.0,24.0,30.0,11.0,1.0,2.0,1.0
blues,183.06567,5,1.0,1,0.733,-13.164,96.731,3,1.0,0.345,127.0,34.0,89.0,62.0,34.0,62.0,10.0,36.0,22.0,24.0,5.0,2.0
punk,128.23465,8,0.71,1,0.841,-12.73,91.722,3,0.481,0.0,112.0,35.0,48.0,51.0,16.0,31.0,5.0,32.0,22.0,10.0,5.0,1.0
alternative rock,213.96853,11,0.614,1,0.624,-9.041,86.958,4,0.343,0.438,237.0,33.0,89.0,51.0,41.0,46.0,13.0,36.0,13.0,12.0,8.0,2.0
alternative rock,351.08526,7,0.691,1,0.632,-7.513,133.405,5,0.813,0.0,419.0,193.0,141.0,69.0,93.0,147.0,48.0,104.0,42.0,58.0,17.0,27.0
easy listening,134.94812,5,0.422,0,0.44,-13.296,63.16,3,0.772,0.311,89.0,31.0,38.0,24.0,13.0,28.0,8.0,12.0,2.0,2.0,11.0,1.0
hip hop,233.84771,5,0.598,0,0.808,-5.646,178.719,4,0.533,0.0,307.0,115.0,54.0,130.0,106.0,142.0,43.0,61.0,50.0,33.0,55.0,14.0
electronic,368.92689,5,0.236,0,0.376,-7.562,131.991,5,0.496,2.072,796.0,94.0,142.0,76.0,67.0,27.0,200.0,50.0,11.0,39.0,22.0,3.0
hard rock,253.83138,7,0.549,1,0.628,-6.083,93.044,4,0.619,0.212,375.0,68.0,54.0,19.0,26.0,41.0,8.0,48.0,3.0,12.0,2.0,12.0
jazz,156.05506,2,0.479,1,0.492,-11.956,165.142,4,0.909,0.0,112.0,85.0,67.0,43.0,47.0,48.0,13.0,34.0,13.0,24.0,17.0,7.0
hip hop,197.79873,0,0.11,1,0.308,-16.323,93.856,4,1.0,0.0,156.0,134.0,74.0,67.0,63.0,51.0,24.0,58.0,59.0,62.0,75.0,51.0
classical,183.87546,7,0.402,0,0.362,-5.978,120.137,4,0.389,0.0,121.0,106.0,54.0,45.0,65.0,96.0,56.0,20.0,36.0,42.0,13.0,11.0
pop,156.29016,2,0.109,1,0.597,-9.322,108.417,4,0.445,0.299,194.0,54.0,16.0,7.0,9.0,30.0,5.0,79.0,28.0,7.0,0.0,0.0
electronic,191.73832,10,0.28,1,0.258,-11.761,95.572,4,1.0,0.0,177.0,170.0,73.0,40.0,46.0,58.0,14.0,29.0,19.0,14.0,19.0,17.0
disco,322.11546,4,0.175,0,0.265,-13.935,103.177,3,1.0,0.409,404.0,78.0,107.0,51.0,42.0,78.0,25.0,82.0,22.0,19.0,7.0,19.0
gospel,234.78812,2,0.783,1,0.753,-12.38,160.443,3,0.323,0.401,283.0,58.0,67.0,33.0,57.0,44.0,10.0,30.0,14.0,9.0,10.0,9.0
gangsta rap,266.05669,4,0.199,1,0.222,-5.827,187.958,4,0.442,0.168,427.0,207.0,117.0,87.0,50.0,128.0,49.0,154.0,56.0,17.0,24.0,34.0
latin,261.90322,10,0.098,0,0.243,-6.206,106.769,4,1.0,0.212,455.0,159.0,62.0,88.0,74.0,98.0,52.0,106.0,33.0,34.0,64.0,22.0
alternative rock,227.99628,9,0.043,1,0.262,-3.229,147.975,4,0.866,0.138,239.0,50.0,88.0,49.0,26.0,53.0,12.0,87.0,14.0,18.0,4.0,2.0
ballad,301.19138,5,0.573,0,0.6,-7.488,95.929,4,1.0,2.606,194.0,224.0,159.0,154.0,94.0,121.0,117.0,62.0,31.0,23.0,56.0,15.0
downtempo,267.33669,7,0.911,1,0.807,-5.967,89.696,3,0.94,0.392,415.0,26.0,48.0,23.0,63.0,42.0,8.0,82.0,5.0,9.0,2.0,6.0
blues,233.482,2,0.399,0,0.42,-5.67,155.577,4,0.647,0.363,165.0,219.0,100.0,101.0,117.0,49.0,31.0,16.0,21.0,39.0,38.0,14.0
blues,167.49669,1,0.028,1,0.074,-10.182,105.552,1,0.41,0.0,106.0,99.0,63.0,83.0,76.0,31.0,19.0,14.0,9.0,1.0,2.0,0.0
classical,134.37342,5,0.569,1,0.38,-13.491,140.148,4,0.857,0.206,145.0,76.0,50.0,43.0,29.0,64.0,31.0,30.0,21.0,16.0,18.0,26.0
folk,115.35628,9,0.232,1,0.296,-11.092,158.304,7,0.627,0.073,162.0,95.0,14.0,37.0,42.0,2.0,7.0,22.0,14.0,11.0,23.0,13.0
hip hop,286.77179,10,0.517,0,0.449,-6.136,97.994,4,0.544,2.409,470.0,197.0,275.0,113.0,99.0,155.0,88.0,37.0,50.0,22.0,4.0,7.0
alternative rock,262.55628,2,0.41,1,0.449,-7.499,93.015,4,0.901,0.396,270.0,149.0,127.0,44.0,63.0,94.0,47.0,92.0,60.0,61.0,23.0,35.0
contemporary christian,62.27546,10,0.447,1,0.382,-7.255,104.064,4,0.188,4.023,123.0,19.0,9.0,1.0,2.0,31.0,15.0,58.0,7.0,14.0,2.0,2.0
classical,112.14322,11,0.094,1,0.438,-20.02,96.775,5,0.736,2.229,144.0,80.0,27.0,29.0,22.0,17.0,14.0,11.0,6.0,6.0,7.0,4.0
electronic,529.91955,0,0.946,1,0.816,-6.076,85.316,5,0.758,0.322,451.0,210.0,518.0,137.0,96.0,109.0,149.0,73.0,155.0,28.0,158.0,399.0
folk rock,201.03791,4,0.688,1,0.571,-8.415,131.857,4,0.811,0.0,195.0,89.0,41.0,59.0,37.0,120.0,30.0,107.0,54.0,25.0,57.0,7.0
contemporary christian,198.5824,9,0.588,1,0.687,-6.129,143.986,4,0.556,0.328,273.0,64.0,56.0,53.0,19.0,72.0,9.0,62.0,18.0,4.0,23.0,9.0
folk rock,256.39138,9,0.59,1,0.67,-8.632,122.174,4,0.302,0.0,273.0,71.0,105.0,99.0,47.0,100.0,18.0,62.0,27.0,8.0,13.0,6.0
pop rock,225.90649,2,0.613,1,0.648,-7.254,89.013,3,0.706,0.2,242.0,85.0,77.0,57.0,41.0,95.0,20.0,41.0,13.0,19.0,5.0,3.0
blues,181.49832,2,0.592,0,0.43,-10.269,105.927,3,1.0,0.316,140.0,101.0,83.0,63.0,29.0,34.0,24.0,44.0,34.0,31.0,34.0,3.0
soul,149.78567,7,0.447,1,0.38,-9.979,124.253,4,0.683,0.531,103.0,24.0,92.0,94.0,16.0,68.0,23.0,22.0,5.0,11.0,6.0,1.0
hip hop,379.37587,10,0.216,0,0.402,-5.39,84.009,1,1.0,0.165,364.0,263.0,92.0,73.0,105.0,108.0,68.0,116.0,69.0,165.0,72.0,217.0
country,125.1522,0,0.759,1,0.616,-12.818,126.714,3,0.321,0.0,176.0,19.0,37.0,17.0,16.0,26.0,2.0,37.0,3.0,14.0,0.0,1.0
country,150.85669,7,0.269,1,0.388,-20.845,181.968,5,0.68,0.131,118.0,97.0,91.0,62.0,53.0,47.0,33.0,37.0,19.0,13.0,6.0,5.0
alternative hip hop,289.25342,2,0.808,1,0.58,-6.407,156.688,4,0.801,0.0,480.0,273.0,68.0,42.0,48.0,70.0,121.0,48.0,42.0,22.0,10.0,8.0
folk rock,287.16363,7,1.0,1,0.925,-15.502,90.373,3,0.665,0.172,219.0,34.0,104.0,37.0,53.0,98.0,12.0,60.0,11.0,53.0,5.0,13.0
dancehall,223.39873,8,0.45,0,0.586,-14.472,102.399,4,1.0,2.032,411.0,200.0,74.0,76.0,57.0,134.0,62.0,64.0,54.0,54.0,28.0,7.0
downtempo,222.56281,10,0.1,0,0.566,-5.724,96.093,4,1.0,0.497,234.0,248.0,165.0,201.0,111.0,4.0,9.0,16.0,6.0,12.0,37.0,15.0
contemporary jazz,598.62159,1,0.344,1,0.372,-21.781,106.932,4,0.486,5.579,369.0,320.0,250.0,218.0,219.0,209.0,146.0,108.0,70.0,51.0,61.0,21.0
electronic,231.18322,7,0.426,1,0.583,-8.029,90.038,3,1.0,0.356,229.0,133.0,119.0,85.0,94.0,68.0,50.0,58.0,31.0,38.0,14.0,12.0
hip hop,233.92608,9,0.339,0,0.337,-5.033,184.046,4,0.044,0.095,132.0,223.0,225.0,114.0,84.0,64.0,63.0,60.0,44.0,91.0,46.0,74.0
ambient,194.76853,11,0.201,1,0.195,-9.457,180.009,4,0.249,0.102,410.0,86.0,44.0,110.0,73.0,69.0,33.0,34.0,86.0,60.0,37.0,11.0
blues,229.85098,5,0.64,0,0.588,-7.256,96.224,4,0.858,0.16,299.0,87.0,81.0,71.0,45.0,98.0,14.0,73.0,29.0,15.0,19.0,3.0
ambient,291.082,7,0.004,0,0.301,-23.779,146.008,5,0.807,2.403,288.0,292.0,17.0,6.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
pop,297.63873,5,0.163,0,0.228,-10.56,180.106,4,0.109,0.155,487.0,209.0,105.0,223.0,75.0,46.0,34.0,43.0,19.0,37.0,44.0,6.0
ambient,359.36608,0,0.572,1,0.532,-6.637,122.934,4,1.0,0.078,295.0,219.0,85.0,117.0,146.0,327.0,175.0,79.0,55.0,103.0,99.0,36.0
blues,490.84036,5,0.021,0,0.284,-9.839,200.105,7,0.488,0.0,622.0,340.0,166.0,109.0,88.0,79.0,80.0,170.0,94.0,120.0,144.0,21.0
country,216.39791,8,0.547,0,0.534,-9.735,149.748,4,0.827,0.398,298.0,40.0,77.0,48.0,31.0,104.0,10.0,69.0,12.0,11.0,26.0,10.0
hip hop,187.24526,1,0.466,1,0.395,-5.73,109.072,5,1.0,0.0,225.0,136.0,108.0,72.0,77.0,46.0,68.0,53.0,17.0,7.0,7.0,2.0
alternative metal,209.60608,2,0.092,1,0.371,-4.501,129.738,4,0.562,0.066,263.0,63.0,65.0,34.0,27.0,108.0,20.0,36.0,29.0,24.0,3.0,0.0
hip hop,250.27873,1,0.687,1,0.52,-11.657,98.431,4,0.817,0.0,265.0,258.0,117.0,97.0,70.0,96.0,52.0,27.0,25.0,43.0,74.0,42.0
ballad,184.55465,7,0.046,1,0.336,-8.7,86.971,4,0.441,0.27,235.0,169.0,83.0,56.0,22.0,67.0,18.0,22.0,12.0,9.0,12.0,1.0
pop rock,193.38404,5,0.606,1,0.575,-6.016,112.897,1,0.201,0.0,207.0,55.0,31.0,87.0,40.0,79.0,9.0,18.0,7.0,13.0,8.0,4.0
electro,218.14812,0,0.618,1,0.624,-7.637,99.611,5,0.872,0.0,246.0,37.0,71.0,33.0,85.0,73.0,6.0,90.0,4.0,5.0,0.0,16.0
country,143.0722,5,0.457,1,0.522,-11.341,134.132,4,0.542,0.0,99.0,65.0,35.0,40.0,54.0,50.0,18.0,21.0,26.0,37.0,11.0,15.0
pop,200.82893,2,0.614,1,0.64,-16.389,143.467,7,0.588,0.984,159.0,58.0,60.0,38.0,36.0,55.0,19.0,26.0,19.0,14.0,7.0,4.0
reggae,288.49587,0,0.929,1,0.673,-11.471,57.639,3,0.622,2.061,253.0,106.0,137.0,79.0,71.0,73.0,39.0,85.0,21.0,36.0,5.0,11.0
ambient,117.18485,2,0.267,1,0.295,-13.505,90.463,3,1.0,0.148,111.0,114.0,59.0,48.0,21.0,1.0,0.0,11.0,4.0,2.0,1.0,1.0
folk,225.14893,5,0.295,1,0.367,-7.041,92.761,4,0.197,0.0,330.0,97.0,66.0,32.0,44.0,56.0,30.0,63.0,19.0,34.0,20.0,4.0
electronic,259.18649,0,0.729,1,0.565,-9.073,127.974,4,0.408,0.662,309.0,216.0,115.0,60.0,101.0,40.0,11.0,63.0,25.0,68.0,40.0,15.0
hip hop,240.45669,10,0.222,0,0.549,-6.249,94.146,4,1.0,0.107,368.0,130.0,91.0,110.0,25.0,48.0,73.0,52.0,39.0,34.0,49.0,64.0
latin,271.64689,7,0.355,0,0.444,-7.537,192.417,4,0.797,0.0,537.0,100.0,86.0,48.0,39.0,92.0,25.0,213.0,19.0,29.0,39.0,18.0
alternative metal,257.54077,6,0.445,0,0.513,-5.775,144.974,4,0.258,0.162,114.0,148.0,116.0,82.0,53.0,43.0,53.0,42.0,6.0,10.0,5.0,4.0
latin,209.162,7,0.069,1,0.417,-2.348,109.505,4,0.575,0.0,2.0,3.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
contemporary r&b,56.13669,9,0.626,0,0.491,-15.339,112.991,3,0.768,0.316,64.0,22.0,27.0,9.0,10.0,12.0,3.0,13.0,7.0,37.0,7.0,7.0
folk rock,189.51791,0,0.644,1,0.77,-19.944,103.666,3,1.0,2.519,226.0,54.0,54.0,29.0,49.0,53.0,8.0,47.0,11.0,8.0,4.0,23.0
blues rock,172.72118,2,0.325,1,0.56,-8.643,123.381,4,0.809,0.322,165.0,85.0,59.0,56.0,31.0,75.0,45.0,29.0,41.0,10.0,9.0,4.0
electronic,276.13995,11,0.043,0,0.248,-1.814,130.052,4,0.505,0.0,142.0,181.0,129.0,313.0,212.0,53.0,33.0,54.0,29.0,23.0,6.0,13.0
black metal,341.2371,8,0.627,1,0.532,-2.735,129.829,4,0.206,6.316,177.0,43.0,40.0,57.0,71.0,48.0,23.0,74.0,54.0,6.0,13.0,15.0
alternative rock,223.37261,6,0.096,1,0.291,-6.137,137.614,3,0.907,0.0,162.0,8.0,38.0,38.0,9.0,39.0,3.0,62.0,5.0,2.0,31.0,3.0
